Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q2IBA4	CAV2_CHLAE	reviewed	Caveolin-2	CAV2	Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops)	162
Q00PK0	CAV2_ATEAB	reviewed	Caveolin-2	CAV2	Atelerix albiventris (Middle-African hedgehog) (Four-toed hedgehog)	162
Q2QL80	CAV2_DIDVI	reviewed	Caveolin-2	CAV2	Didelphis virginiana (North American opossum) (Didelphis marsupialis virginiana)	162
Q66WT7	CAV2_BOVIN	reviewed	Caveolin-2	CAV2	Bos taurus (Bovine)	162
A0M8S6	CAV2_FELCA	reviewed	Caveolin-2	CAV2	Felis catus (Cat) (Felis silvestris catus)	162
Q2QLB1	CAV2_HORSE	reviewed	Caveolin-2	CAV2	Equus caballus (Horse)	162
Q09YK2	CAV2_MUNMU	reviewed	Caveolin-2	CAV2	Muntiacus muntjak (Barking deer) (Indian muntjac)	162
P51636	CAV2_HUMAN	reviewed	Caveolin-2	CAV2	Homo sapiens (Human)	162
A1X148	CAV2_ECHTE	reviewed	Caveolin-2	CAV2	Echinops telfairi (Lesser hedgehog tenrec)	162
Q2IBF3	CAV2_GORGO	reviewed	Caveolin-2	CAV2	Gorilla gorilla gorilla (Lowland gorilla)	162
Q2QL91	CAV2_MICMU	reviewed	Caveolin-2	CAV2	Microcebus murinus (Lesser mouse lemur) (Gray Mouse Lemur)	162
Q07DX2	CAV2_MUNRE	reviewed	Caveolin-2	CAV2	Muntiacus reevesi (Reeve's muntjac) (Chinese muntjac)	162
Q07E39	CAV2_NEONE	reviewed	Caveolin-2	CAV2	Neofelis nebulosa (Clouded leopard)	162
Q108U8	CAV2_LOXAF	reviewed	Caveolin-2	CAV2	Loxodonta africana (African elephant)	162
A0M8R5	CAV2_PAPAN	reviewed	Caveolin-2	CAV2	Papio anubis (Olive baboon)	162
Q07E50	CAV2_DASNO	reviewed	Caveolin-2	CAV2	Dasypus novemcinctus (Nine-banded armadillo)	162
P79132	CAV1_BOVIN	reviewed	Caveolin-1	CAV1	Bos taurus (Bovine)	178
Q2IBG9	CAV2_EULMM	reviewed	Caveolin-2	CAV2	Eulemur macaco macaco (Black lemur)	162
Q2QLF3	CAV2_PANTR	reviewed	Caveolin-2	CAV2	Pan troglodytes (Chimpanzee)	162
Q07E26	CAV2_MUSPF	reviewed	Caveolin-2	CAV2	Mustela putorius furo (European domestic ferret) (Mustela furo)	162
Q2QLH8	CAV2_OTOGA	reviewed	Caveolin-2	CAV2	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	162
Q2QLG7	CAV2_CALJA	reviewed	Caveolin-2	CAV2	Callithrix jacchus (White-tufted-ear marmoset)	162
Q09YN7	CAV2_RABIT	reviewed	Caveolin-2	CAV2	Oryctolagus cuniculus (Rabbit)	162
Q2IBD6	CAV2_PONAB	reviewed	Caveolin-2	CAV2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	162
Q2QLG6	CAV1_CALJA	reviewed	Caveolin-1	CAV1	Callithrix jacchus (White-tufted-ear marmoset)	178
P41350	CAV1_RAT	reviewed	Caveolin-1	Cav1 Cav	Rattus norvegicus (Rat)	178
Q9YGM9	CAV2_TAKRU	reviewed	Caveolin-2	cav2 cav-2	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	162
Q9WVC3	CAV2_MOUSE	reviewed	Caveolin-2	Cav2	Mus musculus (Mouse)	162
Q3ZDQ5	CAV3_PIG	reviewed	Caveolin-3	CAV3	Sus scrofa (Pig)	151
Q2IBC5	CAV2_RAT	reviewed	Caveolin-2	Cav2	Rattus norvegicus (Rat)	162
A0M8S7	CAV1_FELCA	reviewed	Caveolin-1	CAV1	Felis catus (Cat) (Felis silvestris catus)	178
Q2QLE2	CAV2_PIG	reviewed	Caveolin-2	CAV2	Sus scrofa (Pig)	162
Q03135	CAV1_HUMAN	reviewed	Caveolin-1	CAV1 CAV	Homo sapiens (Human)	178
Q2IBF0	CAV1_GORGO	reviewed	Caveolin-1	CAV1	Gorilla gorilla gorilla (Lowland gorilla)	178
Q07E25	CAV1_MUSPF	reviewed	Caveolin-1	CAV1	Mustela putorius furo (European domestic ferret) (Mustela furo)	178
P49817	CAV1_MOUSE	reviewed	Caveolin-1	Cav1 Cav	Mus musculus (Mouse)	178
Q2IBD7	CAV1_PONAB	reviewed	Caveolin-1	CAV1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	178
Q2IBC2	CAV2_RHIFE	reviewed	Caveolin-2	CAV2	Rhinolophus ferrumequinum (Greater horseshoe bat)	162
Q09YH9	CAV2_SAIBB	reviewed	Caveolin-2	CAV2	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)	162
Q09YJ1	CAV2_SHEEP	reviewed	Caveolin-2	CAV2	Ovis aries (Sheep)	162
P51638	CAV3_RAT	reviewed	Caveolin-3	Cav3	Rattus norvegicus (Rat)	151
Q2KI43	CAV3_BOVIN	reviewed	Caveolin-3	CAV3	Bos taurus (Bovine)	151
Q2QLF2	CAV1_PANTR	reviewed	Caveolin-1	CAV1	Pan troglodytes (Chimpanzee)	178
P56539	CAV3_HUMAN	reviewed	Caveolin-3 (M-caveolin)	CAV3	Homo sapiens (Human)	151
Q2QLH7	CAV1_OTOGA	reviewed	Caveolin-1	CAV1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	178
P51637	CAV3_MOUSE	reviewed	Caveolin-3 (M-caveolin)	Cav3	Mus musculus (Mouse)	151
Q8K4S7	CBLB_RAT	reviewed	E3 ubiquitin-protein ligase CBL-B (EC 6.3.2.-) (Casitas B-lineage lymphoma proto-oncogene b) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	Cblb	Rattus norvegicus (Rat)	938
P22681	CBL_HUMAN	reviewed	E3 ubiquitin-protein ligase CBL (EC 6.3.2.-) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (Signal transduction protein CBL)	CBL CBL2 RNF55	Homo sapiens (Human)	906
P15087	CBPE_RAT	reviewed	Carboxypeptidase E (CPE) (EC 3.4.17.10) (Carboxypeptidase H) (CPH) (Enkephalin convertase) (Prohormone-processing carboxypeptidase)	Cpe	Rattus norvegicus (Rat)	476
Q63691	CD14_RAT	reviewed	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14)	Cd14	Rattus norvegicus (Rat)	372
P08571	CD14_HUMAN	reviewed	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14) [Cleaved into: Monocyte differentiation antigen CD14, urinary form; Monocyte differentiation antigen CD14, membrane-bound form]	CD14	Homo sapiens (Human)	375
P10810	CD14_MOUSE	reviewed	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14)	Cd14	Mus musculus (Mouse)	366
Q15762	CD226_HUMAN	reviewed	CD226 antigen (DNAX accessory molecule 1) (DNAM-1) (CD antigen CD226)	CD226 DNAM1	Homo sapiens (Human)	336
P31042	CD28_RAT	reviewed	T-cell-specific surface glycoprotein CD28 (CD antigen CD28)	Cd28	Rattus norvegicus (Rat)	218
P25063	CD24_HUMAN	reviewed	Signal transducer CD24 (Small cell lung carcinoma cluster 4 antigen) (CD antigen CD24)	CD24 CD24A	Homo sapiens (Human)	80
P08921	CD2_RAT	reviewed	T-cell surface antigen CD2 (LFA-2) (LFA-3 receptor) (OX-34 antigen) (T-cell surface antigen T11/Leu-5) (CD antigen CD2)	Cd2	Rattus norvegicus (Rat)	344
Q07490	CD24_RAT	reviewed	Signal transducer CD24 (Heat-stable antigen) (HSA) (Nectadrin) (CD antigen CD24)	Cd24 Cd24a	Rattus norvegicus (Rat)	76
P24807	CD24_MOUSE	reviewed	Signal transducer CD24 (Lymphocyte antigen 52) (Ly-52) (M1/69-J11D heat stable antigen) (HSA) (Nectadrin) (R13-Ag) (X62 heat stable antigen) (CD antigen CD24)	Cd24 Cd24a Ly-52	Mus musculus (Mouse)	76
P16671	CD36_HUMAN	reviewed	Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36)	CD36 GP3B GP4	Homo sapiens (Human)	472
Q07969	CD36_RAT	reviewed	Platelet glycoprotein 4 (Adipocyte membrane protein) (Fatty acid translocase) (Fatty acid transport protein) (Glycoprotein IIIb) (GPIIIB) (PAS IV) (PAS-4) (Platelet glycoprotein IV) (GPIV) (CD antigen CD36)	Cd36 Fat	Rattus norvegicus (Rat)	472
Q08857	CD36_MOUSE	reviewed	Platelet glycoprotein 4 (Glycoprotein IIIb) (GPIIIB) (PAS IV) (PAS-4) (Platelet glycoprotein IV) (GPIV) (CD antigen CD36)	Cd36	Mus musculus (Mouse)	472
P18181	CD48_MOUSE	reviewed	CD48 antigen (BCM1 surface antigen) (BLAST-1) (HM48-1) (MRC OX-45 surface antigen) (SLAM family member 2) (SLAMF2) (Signaling lymphocytic activation molecule 2) (sgp-60) (CD antigen CD48)	Cd48 Bcm-1	Mus musculus (Mouse)	240
P06332	CD4_MOUSE	reviewed	T-cell surface glycoprotein CD4 (T-cell differentiation antigen L3T4) (T-cell surface antigen T4/Leu-3) (CD antigen CD4)	Cd4	Mus musculus (Mouse)	457
P05540	CD4_RAT	reviewed	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (W3/25 antigen) (CD antigen CD4)	Cd4	Rattus norvegicus (Rat)	457
P09326	CD48_HUMAN	reviewed	CD48 antigen (B-lymphocyte activation marker BLAST-1) (BCM1 surface antigen) (Leukocyte antigen MEM-102) (SLAM family member 2) (SLAMF2) (Signaling lymphocytic activation molecule 2) (TCT.1) (CD antigen CD48)	CD48 BCM1 BLAST1	Homo sapiens (Human)	243
P01730	CD4_HUMAN	reviewed	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4)	CD4	Homo sapiens (Human)	458
P10252	CD48_RAT	reviewed	CD48 antigen (BCM1 surface antigen) (BLAST-1) (MRC OX-45 surface antigen) (SLAM family member 2) (SLAMF2) (Signaling lymphocytic activation molecule 2) (CD antigen CD48)	Cd48 Bcm-1	Rattus norvegicus (Rat)	240
P40293	CD79A_BOVIN	reviewed	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	CD79A IGA MB-1	Bos taurus (Bovine)	223
P11911	CD79A_MOUSE	reviewed	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	Cd79a Iga Mb-1	Mus musculus (Mouse)	220
P0CAN6	CD79A_CANFA	reviewed	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (CD antigen CD79a)	CD79A	Canis familiaris (Dog) (Canis lupus familiaris)	236
P11912	CD79A_HUMAN	reviewed	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	CD79A IGA MB1	Homo sapiens (Human)	226
P78595	CDR2_CANAL	reviewed	Multidrug resistance protein CDR2	CDR2 CaO19.13379 CaO19.5958	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	1499
P07882	CEL_RAT	reviewed	Bile salt-activated lipase (BAL) (EC 3.1.1.13) (EC 3.1.1.3) (Bile salt-stimulated lipase) (BSSL) (Carboxyl ester lipase) (Cholesterol esterase) (Pancreatic lysophospholipase) (Sterol esterase)	Cel	Rattus norvegicus (Rat)	612
P63039	CH60_RAT	reviewed	60 kDa heat shock protein, mitochondrial (60 kDa chaperonin) (Chaperonin 60) (CPN60) (HSP-65) (Heat shock protein 60) (HSP-60) (Hsp60) (Mitochondrial matrix protein P1)	Hspd1 Hsp60	Rattus norvegicus (Rat)	573
B9EHT4	CLIP3_MOUSE	reviewed	CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59)	Clip3 Clipr59	Mus musculus (Mouse)	547
Q5R686	CLIP3_PONAB	reviewed	CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59)	CLIP3 CLIPR59	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	547
Q96DZ5	CLIP3_HUMAN	reviewed	CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59)	CLIP3 CLIPR59	Homo sapiens (Human)	547
Q29611	CLN3_CANFA	reviewed	Battenin (Protein CLN3)	CLN3	Canis familiaris (Dog) (Canis lupus familiaris)	438
Q60HH0	CLN3_MACFA	reviewed	Battenin (Protein CLN3)	CLN3 QccE-16380	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	438
Q61124	CLN3_MOUSE	reviewed	Battenin (Protein CLN3)	Cln3	Mus musculus (Mouse)	438
Q13286	CLN3_HUMAN	reviewed	Battenin (Batten disease protein) (Protein CLN3)	CLN3 BTS	Homo sapiens (Human)	438
Q494W8	CRFM7_HUMAN	reviewed	CHRNA7-FAM7A fusion protein (CHRNA7-DR1) (D-10)	CHRFAM7A	Homo sapiens (Human)	412
P41240	CSK_HUMAN	reviewed	Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase) (Protein-tyrosine kinase CYL)	CSK	Homo sapiens (Human)	450
P41241	CSK_MOUSE	reviewed	Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase) (Protein-tyrosine kinase MPK-2) (p50CSK)	Csk	Mus musculus (Mouse)	450
P32577	CSK_RAT	reviewed	Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase)	Csk	Rattus norvegicus (Rat)	450
P08050	CXA1_RAT	reviewed	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein)	Gja1 Cxn-43	Rattus norvegicus (Rat)	382
P29414	CXA3_RAT	reviewed	Gap junction alpha-3 protein (Connexin-46) (Cx46)	Gja3 Cxn-46	Rattus norvegicus (Rat)	416
P23242	CXA1_MOUSE	reviewed	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein)	Gja1 Cxn-43	Mus musculus (Mouse)	382
P17302	CXA1_HUMAN	reviewed	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein)	GJA1 GJAL	Homo sapiens (Human)	382
P78310	CXAR_HUMAN	reviewed	Coxsackievirus and adenovirus receptor (CAR) (hCAR) (CVB3-binding protein) (Coxsackievirus B-adenovirus receptor) (HCVADR)	CXADR CAR	Homo sapiens (Human)	365
P97792	CXAR_MOUSE	reviewed	Coxsackievirus and adenovirus receptor homolog (CAR) (mCAR)	Cxadr Car	Mus musculus (Mouse)	365
Q9R066	CXAR_RAT	reviewed	Coxsackievirus and adenovirus receptor homolog (CAR) (rCAR)	Cxadr Car	Rattus norvegicus (Rat)	365
Q8WMV3	CXAR_BOVIN	reviewed	Coxsackievirus and adenovirus receptor homolog (Coxsackie virus and adenovirus receptor) (BCAR)	CXADR CAR	Bos taurus (Bovine)	365
Q5R764	CXAR_PONAB	reviewed	Coxsackievirus and adenovirus receptor homolog (CAR)	CXADR CAR	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	365
Q8R4T1	CYS1_MOUSE	reviewed	Cystin-1 (Cilia-associated protein)	Cys1	Mus musculus (Mouse)	145
Q717R9	CYS1_HUMAN	reviewed	Cystin-1 (Cilia-associated protein)	CYS1	Homo sapiens (Human)	158
Q9TSZ6	DAG1_CANFA	reviewed	Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]	DAG1	Canis familiaris (Dog) (Canis lupus familiaris)	892
P08174	DAF_HUMAN	reviewed	Complement decay-accelerating factor (CD antigen CD55)	CD55 CR DAF	Homo sapiens (Human)	381
Q28685	DAG1_RABIT	reviewed	Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]	DAG1	Oryctolagus cuniculus (Rabbit)	895
Q14118	DAG1_HUMAN	reviewed	Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]	DAG1	Homo sapiens (Human)	895
Q62165	DAG1_MOUSE	reviewed	Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]	Dag1 Dag-1	Mus musculus (Mouse)	893
O88764	DAPK3_RAT	reviewed	Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (ZIP-kinase)	Dapk3 Zipk	Rattus norvegicus (Rat)	448
P70211	DCC_MOUSE	reviewed	Netrin receptor DCC (Tumor suppressor protein DCC)	Dcc	Mus musculus (Mouse)	1447
Q63155	DCC_RAT	reviewed	Netrin receptor DCC (Tumor suppressor protein DCC)	Dcc	Rattus norvegicus (Rat)	1445
P43146	DCC_HUMAN	reviewed	Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC)	DCC IGDCC1	Homo sapiens (Human)	1447
Q811D0	DLG1_MOUSE	reviewed	Disks large homolog 1 (Embryo-dlg/synapse-associated protein 97) (E-dlg/SAP97) (Synapse-associated protein 97) (SAP-97) (SAP97)	Dlg1 Dlgh1	Mus musculus (Mouse)	905
Q12959	DLG1_HUMAN	reviewed	Disks large homolog 1 (Synapse-associated protein 97) (SAP-97) (SAP97) (hDlg)	DLG1	Homo sapiens (Human)	904
P11531	DMD_MOUSE	reviewed	Dystrophin	Dmd	Mus musculus (Mouse)	3678
P11530	DMD_RAT	reviewed	Dystrophin (Fragment)	Dmd	Rattus norvegicus (Rat)	29
P11532	DMD_HUMAN	reviewed	Dystrophin	DMD	Homo sapiens (Human)	3685
P28843	DPP4_MOUSE	reviewed	Dipeptidyl peptidase 4 (EC 3.4.14.5) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (Thymocyte-activating molecule) (THAM) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	Dpp4 Cd26	Mus musculus (Mouse)	760
Q9N2I7	DPP4_FELCA	reviewed	Dipeptidyl peptidase 4 (EC 3.4.14.5) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	DPP4 CD26	Felis catus (Cat) (Felis silvestris catus)	765
P22411	DPP4_PIG	reviewed	Dipeptidyl peptidase 4 (EC 3.4.14.5) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	DPP4 CD26	Sus scrofa (Pig)	766
P81425	DPP4_BOVIN	reviewed	Dipeptidyl peptidase 4 (EC 3.4.14.5) (Activation molecule 3) (ACT3) (Adenosine deaminase complexing protein) (ADCP-I) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (WC10) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	DPP4 CD26	Bos taurus (Bovine)	765
P14740	DPP4_RAT	reviewed	Dipeptidyl peptidase 4 (EC 3.4.14.5) (Bile canaliculus domain-specific membrane glycoprotein) (Dipeptidyl peptidase IV) (DPP IV) (GP110 glycoprotein) (T-cell activation antigen CD26) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form); Dipeptidyl peptidase 4 60 kDa soluble form (Dipeptidyl peptidase IV 60 kDa soluble form)]	Dpp4 Cd26	Rattus norvegicus (Rat)	767
P27487	DPP4_HUMAN	reviewed	Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	DPP4 ADCP2 CD26	Homo sapiens (Human)	766
P18901	DRD1_RAT	reviewed	D(1A) dopamine receptor (Dopamine D1 receptor)	Drd1 Drd1a	Rattus norvegicus (Rat)	446
P48302	EDNRB_MOUSE	reviewed	Endothelin B receptor (ET-B) (ET-BR) (Endothelin receptor non-selective type)	Ednrb	Mus musculus (Mouse)	442
P21451	EDNRB_RAT	reviewed	Endothelin B receptor (ET-B) (ET-BR) (Endothelin receptor non-selective type)	Ednrb	Rattus norvegicus (Rat)	442
P24530	EDNRB_HUMAN	reviewed	Endothelin B receptor (ET-B) (ET-BR) (Endothelin receptor non-selective type)	EDNRB ETRB	Homo sapiens (Human)	442
A5D7A0	EFHD2_BOVIN	reviewed	EF-hand domain-containing protein D2 (Swiprosin-1)	EFHD2 SWS1	Bos taurus (Bovine)	242
Q96C19	EFHD2_HUMAN	reviewed	EF-hand domain-containing protein D2 (Swiprosin-1)	EFHD2 SWS1	Homo sapiens (Human)	240
Q9D8Y0	EFHD2_MOUSE	reviewed	EF-hand domain-containing protein D2 (Swiprosin-1)	Efhd2 Sws1	Mus musculus (Mouse)	240
Q4FZY0	EFHD2_RAT	reviewed	EF-hand domain-containing protein D2 (Swiprosin-1)	Efhd2 Sws1	Rattus norvegicus (Rat)	239
P52803	EFNA5_HUMAN	reviewed	Ephrin-A5 (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7)	EFNA5 EPLG7 LERK7	Homo sapiens (Human)	228
O08543	EFNA5_MOUSE	reviewed	Ephrin-A5 (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7)	Efna5 Epl7 Eplg7 Lerk7	Mus musculus (Mouse)	228
P97605	EFNA5_RAT	reviewed	Ephrin-A5 (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7)	Efna5 Eplg7 Lerk7	Rattus norvegicus (Rat)	228
P98172	EFNB1_HUMAN	reviewed	Ephrin-B1 (EFL-3) (ELK ligand) (ELK-L) (EPH-related receptor tyrosine kinase ligand 2) (LERK-2)	EFNB1 EFL3 EPLG2 LERK2	Homo sapiens (Human)	346
P52795	EFNB1_MOUSE	reviewed	Ephrin-B1 (CEK5 receptor ligand) (CEK5-L) (ELK ligand) (ELK-L) (EPH-related receptor tyrosine kinase ligand 2) (LERK-2) (Stimulated by retinoic acid gene 1 protein)	Efnb1 Epl2 Eplg2 Lerk2 Stra1	Mus musculus (Mouse)	345
P00533	EGFR_HUMAN	reviewed	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	EGFR ERBB ERBB1 HER1	Homo sapiens (Human)	1210
Q01279	EGFR_MOUSE	reviewed	Epidermal growth factor receptor (EC 2.7.10.1)	Egfr	Mus musculus (Mouse)	1210
P55245	EGFR_MACMU	reviewed	Epidermal growth factor receptor (EC 2.7.10.1)	EGFR	Macaca mulatta (Rhesus macaque)	1210
P09759	EPHB1_RAT	reviewed	Ephrin type-B receptor 1 (EC 2.7.10.1) (ELK) (Tyrosine-protein kinase receptor EPH-2)	Ephb1 Elk Epth2	Rattus norvegicus (Rat)	984
P54762	EPHB1_HUMAN	reviewed	Ephrin type-B receptor 1 (EC 2.7.10.1) (ELK) (EPH tyrosine kinase 2) (EPH-like kinase 6) (EK6) (hEK6) (Neuronally-expressed EPH-related tyrosine kinase) (NET) (Tyrosine-protein kinase receptor EPH-2)	EPHB1 ELK EPHT2 HEK6 NET	Homo sapiens (Human)	984
Q8CBF3	EPHB1_MOUSE	reviewed	Ephrin type-B receptor 1 (EC 2.7.10.1)	Ephb1	Mus musculus (Mouse)	984
P06494	ERBB2_RAT	reviewed	Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Epidermal growth factor receptor-related protein) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (p185erbB2) (p185neu) (CD antigen CD340)	Erbb2 Neu	Rattus norvegicus (Rat)	1257
Q62956	ERBB4_RAT	reviewed	Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)]	Erbb4 Tyro-2	Rattus norvegicus (Rat)	1308
P15311	EZRI_HUMAN	reviewed	Ezrin (Cytovillin) (Villin-2) (p81)	EZR VIL2	Homo sapiens (Human)	586
P26040	EZRI_MOUSE	reviewed	Ezrin (Cytovillin) (Villin-2) (p81)	Ezr Vil2	Mus musculus (Mouse)	586
P31977	EZRI_RAT	reviewed	Ezrin (Cytovillin) (Villin-2) (p81)	Ezr Vil2	Rattus norvegicus (Rat)	586
Q61160	FADD_MOUSE	reviewed	FAS-associated death domain protein (FAS-associating death domain-containing protein) (Mediator of receptor induced toxicity) (Protein FADD)	Fadd Mort1	Mus musculus (Mouse)	205
Q13158	FADD_HUMAN	reviewed	FAS-associated death domain protein (FAS-associating death domain-containing protein) (Growth-inhibiting gene 3 protein) (Mediator of receptor induced toxicity) (Protein FADD)	FADD MORT1 GIG3	Homo sapiens (Human)	208
Q14289	FAK2_HUMAN	reviewed	Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK)	PTK2B FAK2 PYK2 RAFTK	Homo sapiens (Human)	1009
P70600	FAK2_RAT	reviewed	Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2)	Ptk2b Fak2 Pyk2	Rattus norvegicus (Rat)	1009
Q9QVP9	FAK2_MOUSE	reviewed	Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK)	Ptk2b Fak2 Pyk2 Raftk	Mus musculus (Mouse)	1009
